"","X","Speaker","Gloss","Date"
"22529",26078,"CHI","oh .","19-AUG-1964"
"22530",26079,"CHI","let's go find em Daddy .","19-AUG-1964"
"22531",26080,"CHI","let's go find em .","19-AUG-1964"
"22532",26082,"CHI","but you find em you could find em too .","19-AUG-1964"
"22533",26084,"CHI","because .","19-AUG-1964"
"22534",26086,"MOT","little Miss_Echo .","19-AUG-1964"
"22535",26087,"CHI","xxx .","19-AUG-1964"
"22536",26088,"MOT","in the bed+room .","19-AUG-1964"
"22537",26089,"CHI","in my bed+room .","19-AUG-1964"
"22538",26092,"CHI","in here .","19-AUG-1964"
"22539",26093,"MOT","well go in there and look .","19-AUG-1964"
"22540",26096,"CHI","no .","19-AUG-1964"
"22541",26097,"CHI","where my dishes ?","19-AUG-1964"
"22542",26099,"CHI","must be gone .","19-AUG-1964"
"22543",26100,"MOT","Sarah .","26-AUG-1964"
"22544",26101,"CHI","what ?","26-AUG-1964"
"22545",26102,"MOT","what you doing ?","26-AUG-1964"
"22546",26103,"CHI","making bed .","26-AUG-1964"
"22547",26104,"MOT","making a bed ?","26-AUG-1964"
"22548",26105,"CHI","xxx my cousin .","26-AUG-1964"
"22549",26106,"MOT","for your cousin ?","26-AUG-1964"
"22550",26107,"CHI","yeah .","26-AUG-1964"
"22551",26108,"MOT","ah good girl .","26-AUG-1964"
"22552",26109,"CHI","for my baby .","26-AUG-1964"
"22553",26110,"MOT","for your baby ?","26-AUG-1964"
"22554",26111,"CHI","yeah .","26-AUG-1964"
"22555",26112,"CHI","I got ta get two my pillows .","26-AUG-1964"
"22556",26113,"MOT","huh ?","26-AUG-1964"
"22557",26114,"CHI","xxx .","26-AUG-1964"
"22558",26115,"MOT","oh put them back .","26-AUG-1964"
"22559",26116,"MOT","where's the box ?","26-AUG-1964"
"22560",26117,"CHI","right there .","26-AUG-1964"
"22561",26118,"MOT","where ?","26-AUG-1964"
"22562",26119,"CHI","xxx .","26-AUG-1964"
"22563",26120,"MOT","xxx .","26-AUG-1964"
"22564",26121,"CHI","I wanna .","26-AUG-1964"
"22565",26122,"MOT","no you got enough right here .","26-AUG-1964"
"22566",26123,"CHI","I want three .","26-AUG-1964"
"22567",26124,"CHI","xxx boxes .","26-AUG-1964"
"22568",26125,"CHI","Mommy .","26-AUG-1964"
"22569",26126,"MOT","what ?","26-AUG-1964"
"22570",26127,"CHI","xxx boxes .","26-AUG-1964"
"22571",26128,"CHI","last week .","26-AUG-1964"
"22572",26129,"MOT","last week ?","26-AUG-1964"
"22573",26130,"CHI","yeah .","26-AUG-1964"
"22574",26131,"CHI","put em back .","26-AUG-1964"
"22575",26132,"MOT","what ?","26-AUG-1964"
"22576",26133,"CHI","put em back .","26-AUG-1964"
"22577",26134,"MOT","put them back ?","26-AUG-1964"
"22578",26135,"MOT","now what are you doing ?","26-AUG-1964"
"22579",26136,"MOT","how many you going to have ?","26-AUG-1964"
"22580",26137,"CHI","three .","26-AUG-1964"
"22581",26138,"MOT","three ?","26-AUG-1964"
"22582",26139,"MOT","looks more like you got come over here and play .","26-AUG-1964"
"22583",26140,"MOT","come here I wanna tell you a story .","26-AUG-1964"
"22584",26141,"MOT","Sarah .","26-AUG-1964"
"22585",26142,"MOT","come here I wanna tell you a story .","26-AUG-1964"
"22586",26143,"CHI","what ?","26-AUG-1964"
"22587",26144,"MOT","I wanna tell you a story .","26-AUG-1964"
"22588",26145,"MOT","I want you to tell me a story about the three bears .","26-AUG-1964"
"22589",26146,"CHI","no .","26-AUG-1964"
"22590",26147,"MOT","you going down the beach today ?","26-AUG-1964"
"22591",26148,"CHI","I want go down the beach .","26-AUG-1964"
"22592",26149,"MOT","you wanna go in the water ?","26-AUG-1964"
"22593",26150,"MOT","wanna go swimming ?","26-AUG-1964"
"22594",26151,"CHI","Mommy I want go down the water .","26-AUG-1964"
"22595",26152,"MOT","well alright .","26-AUG-1964"
"22596",26153,"MOT","we're gonna go if you sit up here and be a good girl .","26-AUG-1964"
"22597",26154,"MOT","where's your coloring book ?","26-AUG-1964"
"22598",26155,"CHI","huh ?","26-AUG-1964"
"22599",26156,"MOT","where's your coloring book ?","26-AUG-1964"
"22600",26157,"CHI","I don't know .","26-AUG-1964"
"22601",26158,"MOT","what ?","26-AUG-1964"
"22602",26159,"CHI","I don't know .","26-AUG-1964"
"22603",26160,"MOT","well come on over here .","26-AUG-1964"
"22604",26161,"MOT","I can't hear you in there .","26-AUG-1964"
"22605",26162,"MOT","huh ?","26-AUG-1964"
"22606",26163,"CHI","yyy .","26-AUG-1964"
"22607",26164,"MOT","you want the ice+cream ?","26-AUG-1964"
"22608",26165,"MOT","huh ?","26-AUG-1964"
"22609",26166,"CHI","Mommy I want ice+cream .","26-AUG-1964"
"22610",26167,"MOT","want ice+cream ?","26-AUG-1964"
"22611",26168,"MOT","alright sit up here in the chair .","26-AUG-1964"
"22612",26169,"MOT","come over here .","26-AUG-1964"
"22613",26170,"CHI","ice+cream ?","26-AUG-1964"
"22614",26171,"MOT","yeah .","26-AUG-1964"
"22615",26172,"MOT","watch out for the coffee .","26-AUG-1964"
"22616",26173,"MOT","don't knock it over .","26-AUG-1964"
"22617",26174,"CHI","Mommy I'll open .","26-AUG-1964"
"22618",26175,"MOT","I can't even get it open .","26-AUG-1964"
"22619",26176,"MOT","how can you get it open ?","26-AUG-1964"
"22620",26177,"CHI","I'll open .","26-AUG-1964"
"22621",26178,"MOT","wait a minute .","26-AUG-1964"
"22622",26179,"CHI","I'll open Mommy .","26-AUG-1964"
"22623",26180,"MOT","alright you open it and I'll get you a spoon .","26-AUG-1964"
"22624",26181,"MOT","whoops !","26-AUG-1964"
"22625",26182,"CHI","xxx microphone .","26-AUG-1964"
"22626",26183,"MOT","yeah .","26-AUG-1964"
"22627",26184,"MOT","you see Mummy knows how to work it uhhuh .","26-AUG-1964"
"22628",26185,"MOT","here you go .","26-AUG-1964"
"22629",26186,"MOT","don't do that .","26-AUG-1964"
"22630",26187,"CHI","xxx .","26-AUG-1964"
"22631",26188,"MOT","why don't you let me help you ?","26-AUG-1964"
"22632",26189,"MOT","Sarah ?","26-AUG-1964"
"22633",26190,"MOT","huh ?","26-AUG-1964"
"22634",26191,"CHI","no .","26-AUG-1964"
"22635",26192,"MOT","aw come on .","26-AUG-1964"
"22636",26193,"MOT","let Mama help .","26-AUG-1964"
"22637",26194,"MOT","you can't get that out by yourself .","26-AUG-1964"
"22638",26195,"CHI","yeah .","26-AUG-1964"
"22639",26196,"MOT","come on let me do it .","26-AUG-1964"
"22640",26197,"MOT","that's gonna be all melted before you get the top off .","26-AUG-1964"
"22641",26198,"CHI","no .","26-AUG-1964"
"22642",26199,"MOT","yes it will .","26-AUG-1964"
"22643",26200,"CHI","shut the window .","26-AUG-1964"
"22644",26201,"MOT","hm ?","26-AUG-1964"
"22645",26202,"CHI","shut the window .","26-AUG-1964"
"22646",26203,"MOT","why ?","26-AUG-1964"
"22647",26204,"CHI","because .","26-AUG-1964"
"22648",26205,"CHI","it's cold .","26-AUG-1964"
"22649",26206,"CHI","Mommy I want a spoon .","26-AUG-1964"
"22650",26207,"MOT","here what'd you do with it ?","26-AUG-1964"
"22651",26208,"CHI","on the floor .","26-AUG-1964"
"22652",26209,"MOT","what ?","26-AUG-1964"
"22653",26210,"CHI","on the floor see .","26-AUG-1964"
"22654",26211,"MOT","taste good ?","26-AUG-1964"
"22655",26212,"MOT","I'll get this hair out_of your eyes .","26-AUG-1964"
"22656",26213,"MOT","so you can see .","26-AUG-1964"
"22657",26214,"CHI","I'm full .","26-AUG-1964"
"22658",26215,"MOT","you got a real smart Mama .","26-AUG-1964"
"22659",26216,"MOT","huh ?","26-AUG-1964"
"22660",26217,"MOT","mm .","26-AUG-1964"
"22661",26218,"MOT","taste good ?","26-AUG-1964"
"22662",26219,"MOT","what's the matter ?","26-AUG-1964"
"22663",26220,"MOT","you're awful quiet .","26-AUG-1964"
"22664",26221,"MOT","huh ?","26-AUG-1964"
"22665",26222,"MOT","why don't you tell me a story ?","26-AUG-1964"
"22666",26223,"CHI","xxx .","26-AUG-1964"
"22667",26224,"MOT","huh ?","26-AUG-1964"
"22668",26225,"CHI","xxx .","26-AUG-1964"
"22669",26226,"MOT","wanna eat your ice+cream ?","26-AUG-1964"
"22670",26227,"CHI","now I tell you story .","26-AUG-1964"
"22671",26228,"CHI","okay ?","26-AUG-1964"
"22672",26229,"MOT","what are you gonna tell me a story about ?","26-AUG-1964"
"22673",26230,"CHI","three .","26-AUG-1964"
"22674",26231,"MOT","three bears ?","26-AUG-1964"
"22675",26232,"MOT","oh all over your leg huh ?","26-AUG-1964"
"22676",26233,"MOT","whose girl are you ?","26-AUG-1964"
"22677",26234,"CHI","your .","26-AUG-1964"
"22678",26235,"MOT","my girl ?","26-AUG-1964"
"22679",26236,"MOT","you gonna have a good time down the beach today ?","26-AUG-1964"
"22680",26237,"MOT","huh ?","26-AUG-1964"
"22681",26238,"MOT","oh Sarah .","26-AUG-1964"
"22682",26239,"CHI","what ?","26-AUG-1964"
"22683",26240,"MOT","what's your name ?","26-AUG-1964"
"22684",26241,"CHI","Sarah .","26-AUG-1964"
"22685",26242,"CHI","I want xxx .","26-AUG-1964"
"22686",26243,"MOT","you can't xxx with all the ice+cream .","26-AUG-1964"
"22687",26244,"MOT","first eat what you got in your mouth and tell me .","26-AUG-1964"
"22688",26245,"CHI","xxx .","26-AUG-1964"
"22689",26246,"MOT","xxx ?","26-AUG-1964"
"22690",26247,"MOT","oh that's an awful big bite .","26-AUG-1964"
"22691",26248,"MOT","whose girl are you ?","26-AUG-1964"
"22692",26249,"CHI","Mommy girl .","26-AUG-1964"
"22693",26250,"MOT","how about Daddy ?","26-AUG-1964"
"22694",26251,"MOT","aw you got ice+cream all over your face .","26-AUG-1964"
"22695",26252,"MOT","you know that ?","26-AUG-1964"
"22696",26253,"CHI","no .","26-AUG-1964"
"22697",26254,"MOT","yes you have .","26-AUG-1964"
"22698",26255,"MOT","you're not talking very much .","26-AUG-1964"
"22699",26256,"MOT","why don't you talk to me ?","26-AUG-1964"
"22700",26257,"CHI","xxx .","26-AUG-1964"
"22701",26258,"MOT","huh ?","26-AUG-1964"
"22702",26259,"CHI","xxx .","26-AUG-1964"
"22703",26260,"MOT","I thought you were going to tell me a story .","26-AUG-1964"
"22704",26261,"CHI","hey it's going up up up .","26-AUG-1964"
"22705",26262,"MOT","up up up .","26-AUG-1964"
"22706",26263,"CHI","hey it's going up .","26-AUG-1964"
"22707",26264,"MOT","is it ?","26-AUG-1964"
"22708",26265,"CHI","yeah .","26-AUG-1964"
"22709",26266,"CHI","I want wash the spoon now .","26-AUG-1964"
"22710",26267,"MOT"," why don't you put it in the sink .","26-AUG-1964"
"22711",26268,"MOT","huh ?","26-AUG-1964"
"22712",26269,"CHI","xxx in here .","26-AUG-1964"
"22713",26270,"CHI","a funny !","26-AUG-1964"
"22714",26271,"MOT","you're like a little kitty cat huh ?","26-AUG-1964"
"22715",26272,"CHI","no .","26-AUG-1964"
"22716",26273,"CHI","that's a kitty cat .","26-AUG-1964"
"22717",26274,"CHI","it drips .","26-AUG-1964"
"22718",26275,"MOT","it drips ?","26-AUG-1964"
"22719",26276,"CHI","xxx .","26-AUG-1964"
"22720",26277,"CHI","Mommy xxx .","26-AUG-1964"
"22721",26278,"MOT","no .","26-AUG-1964"
"22722",26279,"CHI","why ?","26-AUG-1964"
"22723",26280,"MOT","you can have some more when we go down the beach .","26-AUG-1964"
"22724",26281,"CHI","I want have more here .","26-AUG-1964"
"22725",26282,"CHI","xxx .","26-AUG-1964"
"22726",26283,"MOT","huh ?","26-AUG-1964"
"22727",26284,"CHI","I want have more right here .","26-AUG-1964"
"22728",26285,"MOT","you can have some more in a few minutes .","26-AUG-1964"
"22729",26286,"MOT","I want you to tell me a story first .","26-AUG-1964"
"22730",26287,"CHI","once upon a time the three bears went up the stairs .","26-AUG-1964"
"22731",26288,"CHI","climb up the stairs .","26-AUG-1964"
"22732",26289,"CHI","xxx the big bear .","26-AUG-1964"
"22733",26290,"CHI","I want xxx my bed .","26-AUG-1964"
"22734",26291,"MOT","yeah .","26-AUG-1964"
"22735",26292,"CHI","so the three bears went up the stairs .","26-AUG-1964"
"22736",26293,"CHI","xxx .","26-AUG-1964"
"22737",26294,"CHI","-um xxx .","26-AUG-1964"
"22738",26295,"MOT","what's that ?","26-AUG-1964"
"22739",26296,"MOT","what's all that noise ?","26-AUG-1964"
"22740",26297,"MOT","you're not telling me anything .","26-AUG-1964"
"22741",26298,"MOT","you're just making noise .","26-AUG-1964"
"22742",26299,"MOT","I thought you were supposed to be telling me a story .","26-AUG-1964"
"22743",26300,"CHI","xxx .","26-AUG-1964"
"22744",26301,"MOT","what was the little girl's name ?","26-AUG-1964"
"22745",26302,"CHI","huh ?","26-AUG-1964"
"22746",26303,"MOT","what was the little girl's name ?","26-AUG-1964"
"22747",26304,"CHI","who ?","26-AUG-1964"
"22748",26305,"MOT","the little girl who went in the three bears' house .","26-AUG-1964"
"22749",26306,"MOT","what were their name ?","26-AUG-1964"
"22750",26307,"MOT","what was her name ?","26-AUG-1964"
"22751",26308,"CHI","-um .","26-AUG-1964"
"22752",26309,"MOT","what's her name ?","26-AUG-1964"
"22753",26310,"CHI","Christen .","26-AUG-1964"
"22754",26311,"MOT","what ?","26-AUG-1964"
"22755",26312,"CHI","Christen .","26-AUG-1964"
"22756",26313,"MOT","I don't know what you're saying .","26-AUG-1964"
"22757",26314,"CHI","Blitzen .","26-AUG-1964"
"22758",26315,"MOT","Blitzen .","26-AUG-1964"
"22759",26316,"MOT","that's Rudolph .","26-AUG-1964"
"22760",26317,"MOT","Goldilocks !","26-AUG-1964"
"22761",26318,"CHI","huh ?","26-AUG-1964"
"22762",26319,"MOT","Goldilocks .","26-AUG-1964"
"22763",26320,"CHI","Goldilock ?","26-AUG-1964"
"22764",26321,"MOT","yeah .","26-AUG-1964"
"22765",26322,"CHI","xxx where Goldilocks ?","26-AUG-1964"
"22766",26323,"MOT","Goldilocks is in the Three Bears' story .","26-AUG-1964"
"22767",26324,"CHI","I want go see her .","26-AUG-1964"
"22768",26325,"MOT","three bears ?","26-AUG-1964"
"22769",26326,"CHI","yeah .","26-AUG-1964"
"22770",26327,"CHI","xxx .","26-AUG-1964"
"22771",26328,"MOT","huh ?","26-AUG-1964"
"22772",26329,"CHI","they bite me .","26-AUG-1964"
"22773",26330,"MOT","no they won't bite you .","26-AUG-1964"
"22774",26331,"MOT","what are you doing now ?","26-AUG-1964"
"22775",26332,"CHI","0 .","26-AUG-1964"
"22776",26333,"MOT","God bless you .","26-AUG-1964"
"22777",26334,"MOT","hey get out_of there .","26-AUG-1964"
"22778",26335,"MOT","get out .","26-AUG-1964"
"22779",26336,"MOT","what are you looking for ?","26-AUG-1964"
"22780",26337,"CHI","I want ice+cream .","26-AUG-1964"
"22781",26338,"MOT","you just had an ice+cream .","26-AUG-1964"
"22782",26339,"MOT","shut the +...","26-AUG-1964"
"22783",26340,"MOT","you want another one ?","26-AUG-1964"
"22784",26341,"MOT","that's a sundae .","26-AUG-1964"
"22785",26342,"CHI","xxx ice+cream .","26-AUG-1964"
"22786",26343,"CHI"," this ice+cream .","26-AUG-1964"
"22787",26344,"MOT","I know it's ice+cream .","26-AUG-1964"
"22788",26345,"CHI","I'll open it .","26-AUG-1964"
"22789",26346,"MOT","you open it .","26-AUG-1964"
"22790",26347,"CHI","xxx .","26-AUG-1964"
"22791",26348,"CHI","Mommy xxx .","26-AUG-1964"
"22792",26349,"MOT","let me see .","26-AUG-1964"
"22793",26350,"CHI","a little one .","26-AUG-1964"
"22794",26351,"MOT","a little one ?","26-AUG-1964"
"22795",26352,"MOT","oh strawberry .","26-AUG-1964"
"22796",26353,"CHI","oh strawberry ?","26-AUG-1964"
"22797",26354,"MOT","yeah .","26-AUG-1964"
"22798",26355,"CHI","too .","26-AUG-1964"
"22799",26356,"MOT","yeah put that in the basket .","26-AUG-1964"
"22800",26357,"MOT","yeah do that .","26-AUG-1964"
"22801",26358,"MOT","put that in the basket .","26-AUG-1964"
"22802",26359,"CHI","let's go in there .","26-AUG-1964"
"22803",26360,"MOT","huh ?","26-AUG-1964"
"22804",26361,"CHI","xxx .","26-AUG-1964"
"22805",26362,"MOT","sit right here and eat it .","26-AUG-1964"
"22806",26363,"CHI","strawberry .","26-AUG-1964"
"22807",26364,"MOT","strawberry .","26-AUG-1964"
"22808",26365,"MOT","you my girl ?","26-AUG-1964"
"22809",26366,"MOT","huh ?","26-AUG-1964"
"22810",26367,"CHI","it's hard .","26-AUG-1964"
"22811",26368,"MOT","I know it's hard .","26-AUG-1964"
"22812",26369,"MOT","supposed to be hard .","26-AUG-1964"
"22813",26370,"CHI","xxx that one there .","26-AUG-1964"
"22814",26371,"CHI","hi I want a little one .","26-AUG-1964"
"22815",26372,"MOT","you like that ?","26-AUG-1964"
"22816",26373,"CHI","xxx .","26-AUG-1964"
"22817",26374,"CHI","xxx .","26-AUG-1964"
"22818",26375,"MOT","ups_a_daisy !","26-AUG-1964"
"22819",26376,"CHI","I want .","26-AUG-1964"
"22820",26377,"MOT","do you want the strawberry on it ?","26-AUG-1964"
"22821",26378,"MOT","huh ?","26-AUG-1964"
"22822",26379,"CHI","xxx cold Mommy .","26-AUG-1964"
"22823",26380,"MOT","yeah I know it's cold .","26-AUG-1964"
"22824",26381,"MOT","it always is .","26-AUG-1964"
"22825",26382,"MOT","oops be careful .","26-AUG-1964"
"22826",26383,"MOT","you'll fall .","26-AUG-1964"
"22827",26384,"MOT","don't do that .","26-AUG-1964"
"22828",26385,"MOT","here wipe it up here .","26-AUG-1964"
"22829",26386,"MOT","Sarah !","26-AUG-1964"
"22830",26387,"MOT","Uncle Pat's looking for his pigeons see ?","26-AUG-1964"
"22831",26388,"MOT","come here see Uncle Pat up there on the roof ?","26-AUG-1964"
"22832",26389,"CHI","I see him .","26-AUG-1964"
"22833",26390,"MOT","yeah .","26-AUG-1964"
"22834",26391,"CHI","I want go up there .","26-AUG-1964"
"22835",26392,"CHI","my Daddy go up there too .","26-AUG-1964"
"22836",26393,"MOT","yeah .","26-AUG-1964"
"22837",26394,"CHI","xxx the pigeons .","26-AUG-1964"
"22838",26395,"CHI","xxx I xxx up there too .","26-AUG-1964"
"22839",26396,"MOT","you can go up there too ?","26-AUG-1964"
"22840",26397,"MOT","yeah ?","26-AUG-1964"
"22841",26398,"CHI","I a hurt myself .","26-AUG-1964"
"22842",26399,"MOT","yeah you'd hurt yourself uhhuh .","26-AUG-1964"
"22843",26400,"CHI","my Daddy go up .","26-AUG-1964"
"22844",26401,"CHI","he hurt him hand .","26-AUG-1964"
"22845",26402,"MOT","he hurt him h he hurt his hand ?","26-AUG-1964"
"22846",26403,"CHI","yeah .","26-AUG-1964"
"22847",26404,"CHI","hello .","26-AUG-1964"
"22848",26405,"MOT","what did you do ?","26-AUG-1964"
"22849",26406,"MOT","forget it was on ?","26-AUG-1964"
"22850",26407,"CHI","yeah .","26-AUG-1964"
"22851",26408,"CHI","hello you .","26-AUG-1964"
"22852",26409,"CHI","you you little sawkieb .","26-AUG-1964"
"22853",26410,"MOT","you what ?","26-AUG-1964"
"22854",26411,"CHI","hey !","26-AUG-1964"
"22855",26412,"CHI","mess all my crib up .","26-AUG-1964"
"22856",26413,"MOT","I didn't mess your crib up .","26-AUG-1964"
"22857",26414,"CHI","hey .","26-AUG-1964"
"22858",26415,"MOT","you're going to get fat .","26-AUG-1964"
"22859",26416,"MOT","all you're doing is eating .","26-AUG-1964"
"22860",26417,"MOT","eat eat eat eat eat huh ?","26-AUG-1964"
"22861",26418,"MOT","oop .","26-AUG-1964"
"22862",26419,"MOT","break it off .","26-AUG-1964"
"22863",26420,"CHI","xxx Mommy .","26-AUG-1964"
"22864",26421,"MOT","huh ?","26-AUG-1964"
"22865",26422,"CHI","xxx .","26-AUG-1964"
"22866",26423,"MOT","what do you want me to do ?","26-AUG-1964"
"22867",26424,"MOT","feed you ?","26-AUG-1964"
"22868",26425,"MOT","you baby doll .","26-AUG-1964"
"22869",26426,"MOT","aw can I have some ?","26-AUG-1964"
"22870",26427,"MOT","can I have some ?","26-AUG-1964"
"22871",26428,"CHI","it's cold .","26-AUG-1964"
"22872",26429,"MOT","mm it's good isn't it .","26-AUG-1964"
"22873",26430,"MOT","huh ?","26-AUG-1964"
"22874",26431,"CHI","it's cold .","26-AUG-1964"
"22875",26432,"MOT","yeah .","26-AUG-1964"
"22876",26433,"CHI","I'm not little baby .","26-AUG-1964"
"22877",26434,"MOT","no big girl .","26-AUG-1964"
"22878",26435,"MOT","you don't have any more ice+cream you know .","26-AUG-1964"
"22879",26436,"CHI","huh ?","26-AUG-1964"
"22880",26437,"MOT","no more ice+cream .","26-AUG-1964"
"22881",26438,"CHI","why ?","26-AUG-1964"
"22882",26439,"CHI","I xxx I have a more ","26-AUG-1964"
"22883",26440,"MOT","no .","26-AUG-1964"
"22884",26441,"CHI","xxx more .","26-AUG-1964"
"22885",26442,"MOT","no not today .","26-AUG-1964"
"22886",26443,"CHI","why ?","26-AUG-1964"
"22887",26444,"MOT","later tonight .","26-AUG-1964"
"22888",26445,"CHI","oh .","26-AUG-1964"
"22889",26446,"MOT","what's the matter ?","26-AUG-1964"
"22890",26447,"MOT","want anymore ?","26-AUG-1964"
"22891",26448,"MOT","no ?","26-AUG-1964"
"22892",26449,"MOT","why don't you finish this ?","26-AUG-1964"
"22893",26450,"MOT","that's my girl come here .","26-AUG-1964"
"22894",26451,"MOT","here put this away .","26-AUG-1964"
"22895",26452,"MOT","throw that away in the bucket .","26-AUG-1964"
"22896",26453,"MOT","put this in the sink .","26-AUG-1964"
"22897",26454,"CHI","I want have it .","26-AUG-1964"
"22898",26455,"MOT","no more .","26-AUG-1964"
"22899",26456,"MOT","come here .","26-AUG-1964"
"22900",26457,"CHI","get one .","26-AUG-1964"
"22901",26458,"MOT","no .","26-AUG-1964"
"22902",26459,"MOT","get out_of there .","26-AUG-1964"
"22903",26460,"MOT","that's enough .","26-AUG-1964"
"22904",26461,"MOT","no no you can have it when you come home later .","26-AUG-1964"
"22905",26462,"MOT","you just had two .","26-AUG-1964"
"22906",26463,"CHI","Daddy +...","26-AUG-1964"
"22907",26464,"MOT","Daddy's not here .","26-AUG-1964"
"22908",26465,"MOT","oh cry baby .","26-AUG-1964"
"22909",26466,"CHI","Mommy I can't find it .","26-AUG-1964"
"22910",26467,"MOT","it's on the floor .","26-AUG-1964"
"22911",26468,"MOT","whoops !","26-AUG-1964"
"22912",26469,"CHI","where is it Mommy ?","26-AUG-1964"
"22913",26470,"CHI","I can't find em .","26-AUG-1964"
"22914",26471,"MOT","look in the box there .","26-AUG-1964"
"22915",26472,"MOT","just give me the cow .","26-AUG-1964"
"22916",26473,"MOT","give me the cow .","26-AUG-1964"
"22917",26474,"MOT","on the other side of the piano .","26-AUG-1964"
"22918",26475,"MOT","over there by the horsie .","26-AUG-1964"
"22919",26476,"MOT","give me the monkey .","26-AUG-1964"
"22920",26477,"MOT","give me the monkey in the +...","26-AUG-1964"
"22921",26478,"MOT","right there .","26-AUG-1964"
"22922",26479,"MOT","yeah .","26-AUG-1964"
"22923",26480,"CHI","xxx ?","26-AUG-1964"
"22924",26481,"MOT","yeah .","26-AUG-1964"
"22925",26482,"CHI","xxx ?","26-AUG-1964"
"22926",26483,"MOT","alright give me the bunny .","26-AUG-1964"
"22927",26484,"MOT","come on .","26-AUG-1964"
"22928",26485,"CHI","come on .","26-AUG-1964"
"22929",26486,"CHI","Mommy come on .","26-AUG-1964"
"22930",26487,"MOT","where's the bunny ?","26-AUG-1964"
"22931",26488,"CHI","right here .","26-AUG-1964"
"22932",26489,"MOT","oh I thought you were going to give him to me .","26-AUG-1964"
"22933",26490,"MOT","alright let's see .","26-AUG-1964"
"22934",26491,"MOT","what's his name ?","26-AUG-1964"
"22935",26492,"CHI","-um bunny .","26-AUG-1964"
"22936",26493,"MOT","yeah well he has_to have a name .","26-AUG-1964"
"22937",26494,"MOT","you call him Peter ?","26-AUG-1964"
"22938",26495,"CHI","Peter .","26-AUG-1964"
"22939",26496,"MOT","what's his name ?","26-AUG-1964"
"22940",26497,"CHI","Melisandy .","26-AUG-1964"
"22941",26498,"MOT","what is it ?","26-AUG-1964"
"22942",26499,"CHI","Melisandy .","26-AUG-1964"
"22943",26500,"MOT","Melisandy yeah .","26-AUG-1964"
"22944",26501,"CHI","xxx .","26-AUG-1964"
"22945",26502,"CHI","Mommy xxx .","26-AUG-1964"
"22946",26503,"MOT","well come here .","26-AUG-1964"
"22947",26504,"MOT","out here here .","26-AUG-1964"
"22948",26505,"MOT","right here .","26-AUG-1964"
"22949",26506,"MOT","here it is !","26-AUG-1964"
"22950",26507,"MOT","sit down here on the floor and do it .","26-AUG-1964"
"22951",26508,"MOT","that's it .","26-AUG-1964"
"22952",26509,"MOT","what are you doing ?","26-AUG-1964"
"22953",26510,"CHI","I wipe my feet off .","26-AUG-1964"
"22954",26511,"CHI","right here yellow in my xxx .","26-AUG-1964"
"22955",26512,"MOT","yeah .","26-AUG-1964"
"22956",26513,"MOT","do you know how to put your slippers on now ?","26-AUG-1964"
"22957",26514,"MOT","huh ?","26-AUG-1964"
"22958",26515,"CHI","yellow it's right there .","26-AUG-1964"
"22959",26516,"MOT","yeah .","26-AUG-1964"
"22960",26517,"MOT","here why don't you wipe your nose ?","26-AUG-1964"
"22961",26518,"MOT","your nose is running .","26-AUG-1964"
"22962",26519,"CHI","I wipe my nose .","26-AUG-1964"
"22963",26520,"CHI","hey .","26-AUG-1964"
"22964",26521,"CHI","there .","26-AUG-1964"
"22965",26522,"MOT","do the other one .","26-AUG-1964"
"22966",26523,"CHI","xxx one .","26-AUG-1964"
"22967",26524,"MOT","oh you're doing good .","26-AUG-1964"
"22968",26525,"MOT","you're doing real good .","26-AUG-1964"
"22969",26526,"CHI","see ?","26-AUG-1964"
"22970",26527,"CHI","see ?","26-AUG-1964"
"22971",26528,"CHI","see how good ?","26-AUG-1964"
"22972",26529,"MOT","huh ?","26-AUG-1964"
"22973",26530,"CHI","got wipe this stuff off .","26-AUG-1964"
"22974",26531,"MOT","yeah .","26-AUG-1964"
"22975",26532,"MOT","over there see the dirt on your leg ?","26-AUG-1964"
"22976",26533,"CHI","yes .","26-AUG-1964"
"22977",26534,"CHI","xxx can't get off .","26-AUG-1964"
"22978",26535,"MOT","what ?","26-AUG-1964"
"22979",26536,"CHI","I can't get it off .","26-AUG-1964"
"22980",26537,"MOT","you can't get it off ?","26-AUG-1964"
"22981",26538,"MOT","wipe that off your leg .","26-AUG-1964"
"22982",26539,"MOT","put your leg out straight .","26-AUG-1964"
"22983",26540,"CHI","there .","26-AUG-1964"
"22984",26541,"MOT","yeah nice and clean huh ?","26-AUG-1964"
"22985",26542,"CHI","xxx I hold that .","26-AUG-1964"
"22986",26543,"MOT","no I'll hold it .","26-AUG-1964"
"22987",26544,"MOT","wipe your leg off .","26-AUG-1964"
"22988",26545,"MOT","up further .","26-AUG-1964"
"22989",26546,"MOT","yes right there .","26-AUG-1964"
"22990",26547,"MOT","that's it .","26-AUG-1964"
"22991",26548,"MOT","oh do it nice .","26-AUG-1964"
"22992",26549,"MOT","oh what a good girl you are uhhuh .","26-AUG-1964"
"22993",26550,"CHI","xxx boo+boo came off .","26-AUG-1964"
"22994",26551,"MOT","your boo+boo came off ?","26-AUG-1964"
"22995",26552,"MOT","well it's getting better .","26-AUG-1964"
"22996",26553,"CHI","I'll wipe it Mommy .","26-AUG-1964"
"22997",26554,"CHI"," there .","26-AUG-1964"
"22998",26555,"CHI","I want put bandaid on it .","26-AUG-1964"
"22999",26556,"MOT","we haven't got any Bandaids .","26-AUG-1964"
